TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4547885,2025-10-18 14:03:32,2025-10-21 14:03:32,434.26,5,11437,XXXXXXXXXXXX9585,Christopher Thompson,Miami,FL,83424,Apple,CAPITAL ONE,Christopher,Thompson,christopher.thompson@example.com,False,LEGITIMATE,0,
4547886,2025-10-18 14:09:32,2025-10-21 14:09:32,258.53,5,8021,XXXXXXXXXXXX7679,John Hernandez,San Jose,CA,95359,Target,TD BANK,John,Hernandez,john.hernandez@example.com,False,LEGITIMATE,0,
4547887,2025-10-18 14:37:32,2025-10-20 14:37:32,225.63,5,8842,XXXXXXXXXXXX4247,Mary Williams,Fort Worth,TX,53476,Exxon,WELLS FARGO,Mary,Williams,mary.williams@example.com,False,LEGITIMATE,0,
4547888,2025-10-18 14:59:32,2025-10-20 14:59:32,491.03,5,11196,XXXXXXXXXXXX0184,William Wilson,Fort Worth,TX,52629,Kroger,BANK OF AMERICA,William,Wilson,william.wilson@example.com,False,LEGITIMATE,0,
4547889,2025-10-18 15:40:32,2025-10-19 15:40:32,1716.11,5,14975,XXXXXXXXXXXX4236,William Thompson,Las Vegas,NV,71961,Microsoft,DISCOVER BANK,William,Thompson,william.thompson@example.com,False,LEGITIMATE,0,
4547890,2025-10-18 16:05:32,2025-10-19 16:05:32,376.75,5,12660,XXXXXXXXXXXX4445,Elizabeth Garcia,Baltimore,MD,38149,Walgreens,TRUIST BANK,Elizabeth,Garcia,elizabeth.garcia@example.com,False,LEGITIMATE,0,
4547891,2025-10-18 16:32:32,2025-10-21 16:32:32,133.29,5,16081,XXXXXXXXXXXX7817,Sarah Martin,Detroit,MI,19949,Microsoft,PNC BANK,Sarah,Martin,sarah.martin@example.com,False,LEGITIMATE,0,
4547893,2025-10-18 17:10:32,2025-10-20 17:10:32,701.31,5,14950,XXXXXXXXXXXX3681,Sarah Gonzalez,Miami,FL,86400,Walgreens,WELLS FARGO,Sarah,Gonzalez,sarah.gonzalez@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547894,2025-10-18 17:11:32,2025-10-21 17:11:32,38.59,5,9808,XXXXXXXXXXXX5204,Christopher Gonzalez,Columbus,OH,86920,Whole Foods,FIFTH THIRD BANK,Christopher,Gonzalez,christopher.gonzalez@example.com,False,LEGITIMATE,0,
4547895,2025-10-18 18:06:32,2025-10-19 18:06:32,348.53,5,9969,XXXXXXXXXXXX9774,Joseph Miller,New York,NY,11879,Netflix,WELLS FARGO,Joseph,Miller,joseph.miller@example.com,False,LEGITIMATE,0,
4547896,2025-10-18 18:56:32,2025-10-21 18:56:32,341.6,5,8043,XXXXXXXXXXXX2630,Jessica Lopez,Seattle,WA,41947,Microsoft,FIFTH THIRD BANK,Jessica,Lopez,jessica.lopez@example.com,False,LEGITIMATE,0,
4547898,2025-10-18 19:50:32,2025-10-21 19:50:32,930.85,5,14950,XXXXXXXXXXXX6935,Jessica Johnson,Seattle,WA,29328,Exxon,DISCOVER BANK,Jessica,Johnson,jessica.johnson@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547899,2025-10-18 19:55:32,2025-10-19 19:55:32,383.44,5,8535,XXXXXXXXXXXX6784,William Gonzalez,Portland,OR,22462,Home Depot,CHASE BANK,William,Gonzalez,william.gonzalez@example.com,False,LEGITIMATE,0,
4547901,2025-10-18 20:21:32,2025-10-21 20:21:32,1198.21,5,14950,XXXXXXXXXXXX1787,Susan Gonzalez,Portland,OR,24264,Target,TD BANK,Susan,Gonzalez,susan.gonzalez@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547902,2025-10-18 20:39:32,2025-10-20 20:39:32,436.84,5,8932,XXXXXXXXXXXX3396,Linda Davis,Chicago,IL,13176,Exxon,TD BANK,Linda,Davis,linda.davis@example.com,False,LEGITIMATE,0,
4547904,2025-10-18 21:33:32,2025-10-20 21:33:32,1855.45,5,14950,XXXXXXXXXXXX2441,William Anderson,Miami,FL,60715,Exxon,CITIBANK,William,Anderson,william.anderson@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547905,2025-10-18 22:11:32,2025-10-20 22:11:32,151.39,5,13601,XXXXXXXXXXXX3831,James Martin,Kansas City,MO,78096,Home Depot,WELLS FARGO,James,Martin,james.martin@example.com,False,LEGITIMATE,0,
4547906,2025-10-18 22:44:32,2025-10-20 22:44:32,453.69,5,12901,XXXXXXXXXXXX7068,Jessica Thompson,San Diego,CA,18852,Walgreens,CITIBANK,Jessica,Thompson,jessica.thompson@example.com,False,LEGITIMATE,0,
4547907,2025-10-18 23:32:32,2025-10-19 23:32:32,435.62,5,14757,XXXXXXXXXXXX2995,William Perez,Jacksonville,FL,44269,Costco,TD BANK,William,Perez,william.perez@example.com,False,LEGITIMATE,0,
4547908,2025-10-18 23:36:32,2025-10-21 23:36:32,212.47,5,9256,XXXXXXXXXXXX7936,Robert Martin,Columbus,OH,39295,Amazon,PNC BANK,Robert,Martin,robert.martin@example.com,False,LEGITIMATE,0,
4547910,2025-10-18 23:39:32,2025-10-19 23:39:32,763.45,5,14950,XXXXXXXXXXXX5211,Michael Lee,Seattle,WA,28660,Exxon,WELLS FARGO,Michael,Lee,michael.lee@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547912,2025-10-19 00:37:32,2025-10-20 00:37:32,1161.55,5,14950,XXXXXXXXXXXX6250,Joseph Gonzalez,Portland,OR,57010,Apple,BANK OF AMERICA,Joseph,Gonzalez,joseph.gonzalez@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547914,2025-10-19 01:24:32,2025-10-20 01:24:32,1708.74,5,14950,XXXXXXXXXXXX9923,Nancy Jackson,Miami,FL,27868,Walmart,CHASE BANK,Nancy,Jackson,nancy.jackson@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547915,2025-10-19 01:35:32,2025-10-21 01:35:32,411.09,5,15865,XXXXXXXXXXXX6654,Sarah Hernandez,Los Angeles,CA,11641,Netflix,TD BANK,Sarah,Hernandez,sarah.hernandez@example.com,False,LEGITIMATE,0,
4547916,2025-10-19 01:58:32,2025-10-21 01:58:32,120.98,5,10101,XXXXXXXXXXXX6702,Nancy Rodriguez,Fort Worth,TX,62213,Apple,TD BANK,Nancy,Rodriguez,nancy.rodriguez@example.com,False,LEGITIMATE,0,
4547917,2025-10-19 02:32:32,2025-10-21 02:32:32,53.48,5,15220,XXXXXXXXXXXX6335,Jennifer Moore,Milwaukee,WI,91094,Kroger,CAPITAL ONE,Jennifer,Moore,jennifer.moore@example.com,False,LEGITIMATE,0,
4547918,2025-10-19 03:21:32,2025-10-22 03:21:32,175.63,5,11677,XXXXXXXXXXXX0365,Christopher Jones,Jacksonville,FL,41710,Costco,SYNCHRONY BANK,Christopher,Jones,christopher.jones@example.com,False,LEGITIMATE,0,
4547919,2025-10-19 03:55:32,2025-10-22 03:55:32,169.73,5,15624,XXXXXXXXXXXX8526,Elizabeth Gonzalez,Phoenix,AZ,12544,Kroger,SYNCHRONY BANK,Elizabeth,Gonzalez,elizabeth.gonzalez@example.com,False,LEGITIMATE,0,
4547920,2025-10-19 04:18:32,2025-10-22 04:18:32,76.1,5,14524,XXXXXXXXXXXX9843,Susan Martin,San Diego,CA,31616,Costco,CITIBANK,Susan,Martin,susan.martin@example.com,False,LEGITIMATE,0,
4547921,2025-10-19 04:25:32,2025-10-20 04:25:32,72.0,5,8845,XXXXXXXXXXXX1906,Karen Gonzalez,Portland,OR,75378,Amazon,TRUIST BANK,Karen,Gonzalez,karen.gonzalez@example.com,False,LEGITIMATE,0,
4547923,2025-10-19 04:29:32,2025-10-20 04:29:32,1341.88,5,14950,XXXXXXXXXXXX3394,Susan Anderson,Portland,OR,53856,Best Buy,TD BANK,Susan,Anderson,susan.anderson@example.com,True,ACCOUNT_TAKEOVER,90,account_takeover_unusual_location|account_takeover_large_amount
4547924,2025-10-19 05:28:32,2025-10-21 05:28:32,281.72,5,15553,XXXXXXXXXXXX9510,Patricia Jones,San Jose,CA,76556,McDonald's,US BANK,Patricia,Jones,patricia.jones@example.com,False,LEGITIMATE,0,
4547925,2025-10-19 05:44:32,2025-10-20 05:44:32,242.14,5,15542,XXXXXXXXXXXX9451,William Hernandez,Detroit,MI,98306,Whole Foods,AMERICAN EXPRESS,William,Hernandez,william.hernandez@example.com,False,LEGITIMATE,0,
