TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4526066,2025-10-18 13:45:37,2025-10-20 13:45:37,86.27,5,14579,XXXXXXXXXXXX4295,Joseph Lopez,Houston,TX,13429,Costco,PNC BANK,Joseph,Lopez,joseph.lopez@example.com,False,LEGITIMATE,0,
4526067,2025-10-18 14:36:37,2025-10-19 14:36:37,401.98,5,9890,XXXXXXXXXXXX8666,Sarah Wilson,Indianapolis,IN,81335,Apple,WELLS FARGO,Sarah,Wilson,sarah.wilson@example.com,False,LEGITIMATE,0,
4526068,2025-10-18 14:55:37,2025-10-19 14:55:37,133.04,5,11591,XXXXXXXXXXXX5564,Linda Miller,Baltimore,MD,28144,Kroger,BANK OF AMERICA,Linda,Miller,linda.miller@example.com,False,LEGITIMATE,0,
4526069,2025-10-18 15:51:37,2025-10-21 15:51:37,222.25,5,8759,XXXXXXXXXXXX9318,Mary Anderson,Tucson,AZ,39400,Shell Gas,CITIBANK,Mary,Anderson,mary.anderson@example.com,False,LEGITIMATE,0,
4526070,2025-10-18 16:11:37,2025-10-19 16:11:37,315.35,5,12257,XXXXXXXXXXXX4821,William Jackson,Portland,OR,44111,Kroger,PNC BANK,William,Jackson,william.jackson@example.com,False,LEGITIMATE,0,
4526071,2025-10-18 16:22:37,2025-10-21 16:22:37,444.41,5,12921,XXXXXXXXXXXX0056,Thomas Anderson,Memphis,TN,19149,Walmart,TRUIST BANK,Thomas,Anderson,thomas.anderson@example.com,False,LEGITIMATE,0,
4526072,2025-10-18 16:23:37,2025-10-20 16:23:37,449.68,5,10735,XXXXXXXXXXXX1530,Nancy Johnson,Seattle,WA,13375,Target,CHASE BANK,Nancy,Johnson,nancy.johnson@example.com,False,LEGITIMATE,0,
4526073,2025-10-18 16:58:37,2025-10-20 16:58:37,328.36,5,11319,XXXXXXXXXXXX7936,Robert Anderson,New York,NY,59467,Shell Gas,CHASE BANK,Robert,Anderson,robert.anderson@example.com,False,LEGITIMATE,0,
4526074,2025-10-18 17:50:37,2025-10-19 17:50:37,479.45,5,16209,XXXXXXXXXXXX7101,Barbara Miller,Kansas City,MO,36453,Amazon,PNC BANK,Barbara,Miller,barbara.miller@example.com,False,LEGITIMATE,0,
4526075,2025-10-18 17:54:37,2025-10-21 17:54:37,114.64,5,12337,XXXXXXXXXXXX1179,Christopher Moore,Kansas City,MO,76339,Apple,US BANK,Christopher,Moore,christopher.moore@example.com,False,LEGITIMATE,0,
4526076,2025-10-18 18:51:37,2025-10-19 18:51:37,492.02,5,7092,XXXXXXXXXXXX9186,Nancy Johnson,Nashville,TN,18520,Amazon,WELLS FARGO,Nancy,Johnson,nancy.johnson@example.com,False,LEGITIMATE,0,
