TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4487111,2025-10-18 13:36:36,2025-10-20 13:36:36,458.28,5,9651,XXXXXXXXXXXX3183,David Gonzalez,Kansas City,MO,23542,Kroger,FIFTH THIRD BANK,David,Gonzalez,david.gonzalez@example.com,False,LEGITIMATE,0,
4487112,2025-10-18 13:52:36,2025-10-19 13:52:36,824.82,5,13425,XXXXXXXXXXXX6118,Thomas Moore,Philadelphia,PA,91275,Microsoft,CITIBANK,Thomas,Moore,thomas.moore@example.com,False,LEGITIMATE,0,
4487113,2025-10-18 14:36:36,2025-10-20 14:36:36,64.21,5,11750,XXXXXXXXXXXX6233,Sarah Johnson,Nashville,TN,18181,Shell Gas,TRUIST BANK,Sarah,Johnson,sarah.johnson@example.com,False,LEGITIMATE,0,
4487114,2025-10-18 15:00:36,2025-10-20 15:00:36,1654.2,5,7492,XXXXXXXXXXXX2782,Jessica Rodriguez,Albuquerque,NM,36317,McDonald's,BANK OF AMERICA,Jessica,Rodriguez,jessica.rodriguez@example.com,False,LEGITIMATE,0,
4487115,2025-10-18 15:57:36,2025-10-19 15:57:36,258.89,5,13051,XXXXXXXXXXXX0649,Michael Jackson,Los Angeles,CA,58396,Kroger,FIFTH THIRD BANK,Michael,Jackson,michael.jackson@example.com,False,LEGITIMATE,0,
4487116,2025-10-18 16:32:36,2025-10-21 16:32:36,1577.48,5,10068,XXXXXXXXXXXX7364,Karen Thomas,Detroit,MI,36163,Walmart,SYNCHRONY BANK,Karen,Thomas,karen.thomas@example.com,False,LEGITIMATE,0,
4487117,2025-10-18 16:48:36,2025-10-21 16:48:36,370.52,5,9758,XXXXXXXXXXXX1269,Linda Martin,Jacksonville,FL,78618,Apple,TD BANK,Linda,Martin,linda.martin@example.com,False,LEGITIMATE,0,
4487118,2025-10-18 17:28:36,2025-10-21 17:28:36,286.61,5,15288,XXXXXXXXXXXX2169,Christopher Lopez,Charlotte,NC,70621,CVS Pharmacy,REGIONS BANK,Christopher,Lopez,christopher.lopez@example.com,False,LEGITIMATE,0,
4487119,2025-10-18 18:08:36,2025-10-20 18:08:36,289.3,5,6416,XXXXXXXXXXXX5290,Sarah Martin,Memphis,TN,43323,Shell Gas,DISCOVER BANK,Sarah,Martin,sarah.martin@example.com,False,LEGITIMATE,0,
4487120,2025-10-18 18:22:36,2025-10-21 18:22:36,386.93,5,12990,XXXXXXXXXXXX8253,Robert Davis,Kansas City,MO,53211,McDonald's,BANK OF AMERICA,Robert,Davis,robert.davis@example.com,False,LEGITIMATE,0,
4487121,2025-10-18 18:40:36,2025-10-19 18:40:36,260.95,5,10520,XXXXXXXXXXXX2510,Nancy Hernandez,Indianapolis,IN,76184,Exxon,US BANK,Nancy,Hernandez,nancy.hernandez@example.com,False,LEGITIMATE,0,
4487122,2025-10-18 19:33:36,2025-10-21 19:33:36,1009.98,5,6409,XXXXXXXXXXXX5995,Mary Jackson,San Diego,CA,85766,Best Buy,CHASE BANK,Mary,Jackson,mary.jackson@example.com,False,LEGITIMATE,0,
4487123,2025-10-18 20:26:36,2025-10-20 20:26:36,34.08,5,15976,XXXXXXXXXXXX2444,Thomas Lopez,Miami,FL,22916,Walgreens,PNC BANK,Thomas,Lopez,thomas.lopez@example.com,False,LEGITIMATE,0,
4487124,2025-10-18 20:27:36,2025-10-19 20:27:36,465.62,5,9496,XXXXXXXXXXXX8934,Nancy Gonzalez,San Jose,CA,74731,Costco,AMERICAN EXPRESS,Nancy,Gonzalez,nancy.gonzalez@example.com,False,LEGITIMATE,0,
4487125,2025-10-18 20:47:36,2025-10-20 20:47:36,424.61,5,7112,XXXXXXXXXXXX3250,Nancy Taylor,Louisville,KY,97016,CVS Pharmacy,SYNCHRONY BANK,Nancy,Taylor,nancy.taylor@example.com,False,LEGITIMATE,0,
4487126,2025-10-18 21:20:36,2025-10-20 21:20:36,124.55,5,7047,XXXXXXXXXXXX6144,Sarah Martin,San Diego,CA,51046,Microsoft,CITIBANK,Sarah,Martin,sarah.martin@example.com,False,LEGITIMATE,0,
4487128,2025-10-18 21:58:36,2025-10-21 21:58:36,650.47,5,8375,XXXXXXXXXXXX2505,Jennifer Lopez,Baltimore,MD,54511,Exxon,PNC BANK,Jennifer,Smith-Jones,jennifer7590@tempmail.com,True,SYNTHETIC_IDENTITY,85,synthetic_identity_mismatched_data|synthetic_identity_high_spend
4487129,2025-10-18 22:05:36,2025-10-20 22:05:36,224.18,5,15757,XXXXXXXXXXXX2804,Linda Williams,New York,NY,68337,Home Depot,TD BANK,Linda,Williams,linda.williams@example.com,False,LEGITIMATE,0,
4487130,2025-10-18 22:22:36,2025-10-20 22:22:36,339.68,5,10796,XXXXXXXXXXXX7583,Richard Perez,Nashville,TN,63506,Shell Gas,AMERICAN EXPRESS,Richard,Perez,richard.perez@example.com,False,LEGITIMATE,0,
4487131,2025-10-18 23:17:36,2025-10-19 23:17:36,304.18,5,10768,XXXXXXXXXXXX5559,David Wilson,Denver,CO,46958,Exxon,AMERICAN EXPRESS,David,Wilson,david.wilson@example.com,False,LEGITIMATE,0,
4487132,2025-10-18 23:34:36,2025-10-21 23:34:36,70.32,5,6845,XXXXXXXXXXXX1554,Robert Smith,Sacramento,CA,20401,Best Buy,TRUIST BANK,Robert,Smith,robert.smith@example.com,False,LEGITIMATE,0,
4487133,2025-10-18 23:57:36,2025-10-19 23:57:36,392.99,5,15625,XXXXXXXXXXXX0312,Jennifer Smith,Nashville,TN,32371,Best Buy,CITIBANK,Jennifer,Smith,jennifer.smith@example.com,False,LEGITIMATE,0,
4487134,2025-10-19 00:02:36,2025-10-20 00:02:36,263.14,5,9154,XXXXXXXXXXXX3949,John Perez,Nashville,TN,35605,Whole Foods,BANK OF AMERICA,John,Perez,john.perez@example.com,False,LEGITIMATE,0,
