TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4998607,2025-10-18 13:24:35,2025-10-21 13:24:35,242.04,5,15073,XXXXXXXXXXXX7292,Joseph Moore,Columbus,OH,96494,Kroger,PNC BANK,Joseph,Moore,joseph.moore@example.com,False,LEGITIMATE,0,
4998608,2025-10-18 13:53:35,2025-10-20 13:53:35,35.28,5,9693,XXXXXXXXXXXX9964,Karen Anderson,Phoenix,AZ,64061,Netflix,CITIBANK,Karen,Anderson,karen.anderson@example.com,False,LEGITIMATE,0,
4998609,2025-10-18 14:48:35,2025-10-20 14:48:35,386.11,5,7024,XXXXXXXXXXXX9846,Christopher Gonzalez,Boston,MA,99769,Starbucks,CHASE BANK,Christopher,Gonzalez,christopher.gonzalez@example.com,False,LEGITIMATE,0,
4998610,2025-10-18 15:28:35,2025-10-19 15:28:35,1978.07,5,9598,XXXXXXXXXXXX1407,John Davis,Austin,TX,80928,Netflix,REGIONS BANK,John,Davis,john.davis@example.com,False,LEGITIMATE,0,
4998611,2025-10-18 16:02:35,2025-10-19 16:02:35,147.24,5,7318,XXXXXXXXXXXX2360,William Lee,Chicago,IL,88480,Kroger,FIFTH THIRD BANK,William,Lee,william.lee@example.com,False,LEGITIMATE,0,
4998612,2025-10-18 16:03:35,2025-10-19 16:03:35,216.68,5,14375,XXXXXXXXXXXX1435,Christopher Johnson,Austin,TX,35551,Apple,PNC BANK,Christopher,Johnson,christopher.johnson@example.com,False,LEGITIMATE,0,
4998613,2025-10-18 16:31:35,2025-10-20 16:31:35,100.68,5,13466,XXXXXXXXXXXX6795,Christopher Martinez,Indianapolis,IN,83700,Whole Foods,TRUIST BANK,Christopher,Martinez,christopher.martinez@example.com,False,LEGITIMATE,0,
4998614,2025-10-18 17:31:35,2025-10-19 17:31:35,403.84,5,14596,XXXXXXXXXXXX7584,Jessica Wilson,San Antonio,TX,94176,Costco,CHASE BANK,Jessica,Wilson,jessica.wilson@example.com,False,LEGITIMATE,0,
4998615,2025-10-18 17:57:35,2025-10-20 17:57:35,195.97,5,7577,XXXXXXXXXXXX4952,Susan Jackson,San Diego,CA,13478,Netflix,WELLS FARGO,Susan,Jackson,susan.jackson@example.com,False,LEGITIMATE,0,
4998616,2025-10-18 18:16:35,2025-10-19 18:16:35,325.71,5,14832,XXXXXXXXXXXX9063,Barbara Wilson,Columbus,OH,92239,Apple,SYNCHRONY BANK,Barbara,Wilson,barbara.wilson@example.com,False,LEGITIMATE,0,
4998617,2025-10-18 19:10:35,2025-10-21 19:10:35,340.25,5,7756,XXXXXXXXXXXX9042,James Lopez,Sacramento,CA,70962,McDonald's,AMERICAN EXPRESS,James,Lopez,james.lopez@example.com,False,LEGITIMATE,0,
4998618,2025-10-18 19:54:35,2025-10-20 19:54:35,929.52,5,10328,XXXXXXXXXXXX4514,David Jackson,Phoenix,AZ,21717,McDonald's,CAPITAL ONE,David,Jackson,david.jackson@example.com,False,LEGITIMATE,0,
4998619,2025-10-18 20:30:35,2025-10-19 20:30:35,149.55,5,8502,XXXXXXXXXXXX9440,Robert Lee,Tucson,AZ,50050,Costco,PNC BANK,Robert,Lee,robert.lee@example.com,False,LEGITIMATE,0,
4998620,2025-10-18 21:12:35,2025-10-19 21:12:35,29.31,5,11194,XXXXXXXXXXXX5413,Jessica Davis,Atlanta,GA,43211,Walmart,CITIBANK,Jessica,Davis,jessica.davis@example.com,False,LEGITIMATE,0,
4998621,2025-10-18 21:32:35,2025-10-19 21:32:35,281.94,5,7429,XXXXXXXXXXXX5919,Barbara Perez,San Jose,CA,75466,Target,US BANK,Barbara,Perez,barbara.perez@example.com,False,LEGITIMATE,0,
4998622,2025-10-18 21:38:35,2025-10-21 21:38:35,24.35,5,14169,XXXXXXXXXXXX1824,Linda Hernandez,Sacramento,CA,85424,Amazon,TRUIST BANK,Linda,Hernandez,linda.hernandez@example.com,False,LEGITIMATE,0,
4998623,2025-10-18 22:34:35,2025-10-20 22:34:35,221.06,5,15386,XXXXXXXXXXXX6497,Charles Hernandez,Indianapolis,IN,71245,Home Depot,CITIBANK,Charles,Hernandez,charles.hernandez@example.com,False,LEGITIMATE,0,
4998624,2025-10-18 23:32:35,2025-10-21 23:32:35,253.02,5,15925,XXXXXXXXXXXX4458,Barbara Rodriguez,Fresno,CA,62521,McDonald's,CAPITAL ONE,Barbara,Rodriguez,barbara.rodriguez@example.com,False,LEGITIMATE,0,
4998625,2025-10-18 23:35:35,2025-10-20 23:35:35,198.14,5,13532,XXXXXXXXXXXX3667,Jessica Martin,Charlotte,NC,67745,Starbucks,CITIBANK,Jessica,Martin,jessica.martin@example.com,False,LEGITIMATE,0,
4998626,2025-10-19 00:05:35,2025-10-21 00:05:35,344.17,5,10279,XXXXXXXXXXXX0477,Elizabeth Thompson,San Antonio,TX,64914,Costco,WELLS FARGO,Elizabeth,Thompson,elizabeth.thompson@example.com,False,LEGITIMATE,0,
4998627,2025-10-19 00:08:35,2025-10-22 00:08:35,11.91,5,12825,XXXXXXXXXXXX0565,Jessica Lopez,Jacksonville,FL,47051,Microsoft,BANK OF AMERICA,Jessica,Lopez,jessica.lopez@example.com,False,LEGITIMATE,0,
4998628,2025-10-19 00:43:35,2025-10-22 00:43:35,446.27,5,10023,XXXXXXXXXXXX5545,Jessica Williams,San Jose,CA,27293,Home Depot,PNC BANK,Jessica,Williams,jessica.williams@example.com,False,LEGITIMATE,0,
4998629,2025-10-19 00:53:35,2025-10-21 00:53:35,395.16,5,15562,XXXXXXXXXXXX4184,Jessica Jackson,Memphis,TN,90599,McDonald's,WELLS FARGO,Jessica,Jackson,jessica.jackson@example.com,False,LEGITIMATE,0,
4998630,2025-10-19 01:04:35,2025-10-21 01:04:35,409.06,5,6784,XXXXXXXXXXXX9221,John Wilson,Los Angeles,CA,87685,Microsoft,TD BANK,John,Wilson,john.wilson@example.com,False,LEGITIMATE,0,
4998631,2025-10-19 01:59:35,2025-10-22 01:59:35,383.57,5,14198,XXXXXXXXXXXX9274,James Garcia,Milwaukee,WI,49814,Home Depot,US BANK,James,Garcia,james.garcia@example.com,False,LEGITIMATE,0,
4998632,2025-10-19 02:44:35,2025-10-21 02:44:35,387.43,5,9055,XXXXXXXXXXXX6883,Sarah Hernandez,Indianapolis,IN,72986,Target,TD BANK,Sarah,Hernandez,sarah.hernandez@example.com,False,LEGITIMATE,0,
4998633,2025-10-19 02:55:35,2025-10-22 02:55:35,120.64,5,7920,XXXXXXXXXXXX3785,Charles Thompson,Fresno,CA,94163,Target,US BANK,Charles,Thompson,charles.thompson@example.com,False,LEGITIMATE,0,
4998634,2025-10-19 03:30:35,2025-10-22 03:30:35,146.67,5,9380,XXXXXXXXXXXX5515,Linda Martin,Las Vegas,NV,51917,Starbucks,TD BANK,Linda,Martin,linda.martin@example.com,False,LEGITIMATE,0,
4998635,2025-10-19 03:41:35,2025-10-21 03:41:35,760.17,5,15059,XXXXXXXXXXXX1844,Sarah Wilson,Indianapolis,IN,42337,Costco,FIFTH THIRD BANK,Sarah,Wilson,sarah.wilson@example.com,False,LEGITIMATE,0,
4998636,2025-10-19 04:26:35,2025-10-20 04:26:35,294.74,5,6447,XXXXXXXXXXXX1441,Elizabeth Perez,San Francisco,CA,92363,Kroger,AMERICAN EXPRESS,Elizabeth,Perez,elizabeth.perez@example.com,False,LEGITIMATE,0,
4998637,2025-10-19 05:20:35,2025-10-22 05:20:35,385.47,5,12843,XXXXXXXXXXXX3243,Susan Martin,Philadelphia,PA,24229,Apple,SYNCHRONY BANK,Susan,Martin,susan.martin@example.com,False,LEGITIMATE,0,
4998638,2025-10-19 05:59:35,2025-10-21 05:59:35,375.22,5,15677,XXXXXXXXXXXX6656,Michael Martinez,San Diego,CA,51822,Microsoft,US BANK,Michael,Martinez,michael.martinez@example.com,False,LEGITIMATE,0,
4998639,2025-10-19 06:33:35,2025-10-20 06:33:35,159.41,5,10098,XXXXXXXXXXXX2400,David Martinez,Baltimore,MD,55990,Kroger,BANK OF AMERICA,David,Martinez,david.martinez@example.com,False,LEGITIMATE,0,
4998640,2025-10-19 07:02:35,2025-10-21 07:02:35,384.83,5,15510,XXXXXXXXXXXX9498,Christopher Johnson,Memphis,TN,83420,McDonald's,CHASE BANK,Christopher,Johnson,christopher.johnson@example.com,False,LEGITIMATE,0,
4998641,2025-10-19 07:47:35,2025-10-20 07:47:35,362.61,5,8990,XXXXXXXXXXXX9475,Patricia Rodriguez,Memphis,TN,44426,Walmart,SYNCHRONY BANK,Patricia,Rodriguez,patricia.rodriguez@example.com,False,LEGITIMATE,0,
4998642,2025-10-19 08:28:35,2025-10-22 08:28:35,370.51,5,12094,XXXXXXXXXXXX5878,Robert Lee,Indianapolis,IN,26783,Exxon,BANK OF AMERICA,Robert,Lee,robert.lee@example.com,False,LEGITIMATE,0,
