TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4998607,2025-10-18 13:33:35,2025-10-21 13:33:35,300.96,5,10606,XXXXXXXXXXXX6751,Charles Martin,Houston,TX,60938,Kroger,CHASE BANK,Charles,Martin,charles.martin@example.com,False,LEGITIMATE,0,
4998608,2025-10-18 13:53:35,2025-10-19 13:53:35,524.63,5,14531,XXXXXXXXXXXX4358,Richard Miller,Denver,CO,58725,Netflix,AMERICAN EXPRESS,Richard,Miller,richard.miller@example.com,False,LEGITIMATE,0,
4998609,2025-10-18 14:25:35,2025-10-19 14:25:35,408.96,5,15021,XXXXXXXXXXXX0239,Joseph Davis,Jacksonville,FL,42002,Netflix,CHASE BANK,Joseph,Davis,joseph.davis@example.com,False,LEGITIMATE,0,
4998611,2025-10-18 15:21:35,2025-10-19 15:21:35,436.46,5,6683,XXXXXXXXXXXX9234,Michael Thomas,Dallas,TX,10053,Target,CAPITAL ONE,Michael,Lee-Brown,michael3704@tempmail.com,True,SYNTHETIC_IDENTITY,85,synthetic_identity_mismatched_data|synthetic_identity_high_spend
4998612,2025-10-18 16:03:35,2025-10-20 16:03:35,37.77,5,16011,XXXXXXXXXXXX1756,Susan Garcia,Louisville,KY,66290,Home Depot,TRUIST BANK,Susan,Garcia,susan.garcia@example.com,False,LEGITIMATE,0,
4998613,2025-10-18 16:16:35,2025-10-19 16:16:35,240.94,5,11331,XXXXXXXXXXXX1206,John Lopez,Jacksonville,FL,40873,Target,TRUIST BANK,John,Lopez,john.lopez@example.com,False,LEGITIMATE,0,
4998614,2025-10-18 16:20:35,2025-10-21 16:20:35,221.3,5,10614,XXXXXXXXXXXX4323,Mary Jones,Memphis,TN,62466,McDonald's,CHASE BANK,Mary,Jones,mary.jones@example.com,False,LEGITIMATE,0,
4998615,2025-10-18 16:22:35,2025-10-21 16:22:35,406.65,5,12991,XXXXXXXXXXXX4543,Richard Garcia,Milwaukee,WI,51336,Whole Foods,AMERICAN EXPRESS,Richard,Garcia,richard.garcia@example.com,False,LEGITIMATE,0,
4998616,2025-10-18 16:37:35,2025-10-20 16:37:35,413.81,5,9533,XXXXXXXXXXXX6251,Jennifer Jackson,Denver,CO,36109,Home Depot,US BANK,Jennifer,Jackson,jennifer.jackson@example.com,False,LEGITIMATE,0,
4998617,2025-10-18 17:17:35,2025-10-19 17:17:35,397.7,5,10736,XXXXXXXXXXXX2284,Jessica Anderson,Kansas City,MO,80253,Home Depot,US BANK,Jessica,Anderson,jessica.anderson@example.com,False,LEGITIMATE,0,
4998618,2025-10-18 17:37:35,2025-10-21 17:37:35,190.68,5,7619,XXXXXXXXXXXX0349,Elizabeth Hernandez,San Francisco,CA,56272,Home Depot,DISCOVER BANK,Elizabeth,Hernandez,elizabeth.hernandez@example.com,False,LEGITIMATE,0,
4998619,2025-10-18 17:56:35,2025-10-20 17:56:35,99.18,5,15239,XXXXXXXXXXXX1297,William Johnson,Austin,TX,58383,Walgreens,SYNCHRONY BANK,William,Johnson,william.johnson@example.com,False,LEGITIMATE,0,
4998620,2025-10-18 18:19:35,2025-10-19 18:19:35,66.6,5,7031,XXXXXXXXXXXX0684,William Williams,San Francisco,CA,17165,Amazon,US BANK,William,Williams,william.williams@example.com,False,LEGITIMATE,0,
4998621,2025-10-18 18:57:35,2025-10-20 18:57:35,76.41,5,14338,XXXXXXXXXXXX3483,Susan Williams,Phoenix,AZ,29222,Walmart,BANK OF AMERICA,Susan,Williams,susan.williams@example.com,False,LEGITIMATE,0,
4998622,2025-10-18 19:17:35,2025-10-20 19:17:35,1387.97,5,14123,XXXXXXXXXXXX9109,Christopher Smith,Memphis,TN,83902,Netflix,CAPITAL ONE,Christopher,Smith,christopher.smith@example.com,False,LEGITIMATE,0,
4998623,2025-10-18 19:48:35,2025-10-20 19:48:35,52.4,5,10374,XXXXXXXXXXXX7326,Mary Martin,Detroit,MI,23688,Microsoft,TRUIST BANK,Mary,Martin,mary.martin@example.com,False,LEGITIMATE,0,
4998624,2025-10-18 20:11:35,2025-10-20 20:11:35,261.5,5,15121,XXXXXXXXXXXX8445,Linda Thomas,San Jose,CA,16934,Target,CITIBANK,Linda,Thomas,linda.thomas@example.com,False,LEGITIMATE,0,
4998625,2025-10-18 21:05:35,2025-10-20 21:05:35,466.36,5,11593,XXXXXXXXXXXX4370,Joseph Lee,Charlotte,NC,98656,Apple,TD BANK,Joseph,Lee,joseph.lee@example.com,False,LEGITIMATE,0,
4998626,2025-10-18 21:48:35,2025-10-21 21:48:35,471.48,5,13019,XXXXXXXXXXXX3047,Patricia Brown,Louisville,KY,67821,Starbucks,AMERICAN EXPRESS,Patricia,Brown,patricia.brown@example.com,False,LEGITIMATE,0,
4998627,2025-10-18 22:11:35,2025-10-19 22:11:35,96.61,5,9121,XXXXXXXXXXXX4301,James Taylor,Kansas City,MO,57759,Target,US BANK,James,Taylor,james.taylor@example.com,False,LEGITIMATE,0,
4998628,2025-10-18 22:33:35,2025-10-21 22:33:35,146.65,5,13866,XXXXXXXXXXXX2284,Sarah Thompson,Louisville,KY,44721,Microsoft,FIFTH THIRD BANK,Sarah,Thompson,sarah.thompson@example.com,False,LEGITIMATE,0,
4998629,2025-10-18 22:53:35,2025-10-20 22:53:35,83.92,5,10734,XXXXXXXXXXXX6569,Patricia Moore,Dallas,TX,11087,Whole Foods,DISCOVER BANK,Patricia,Moore,patricia.moore@example.com,False,LEGITIMATE,0,
4998630,2025-10-18 23:33:35,2025-10-19 23:33:35,289.98,5,7629,XXXXXXXXXXXX8809,Jennifer Garcia,Tucson,AZ,61124,Best Buy,TD BANK,Jennifer,Garcia,jennifer.garcia@example.com,False,LEGITIMATE,0,
4998631,2025-10-19 00:03:35,2025-10-21 00:03:35,81.08,5,8663,XXXXXXXXXXXX9644,William Jackson,Dallas,TX,15659,Walmart,TRUIST BANK,William,Jackson,william.jackson@example.com,False,LEGITIMATE,0,
