TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4814560,2025-10-18 13:59:39,2025-10-19 13:59:39,93.52,5,11737,XXXXXXXXXXXX5328,Susan Lee,Philadelphia,PA,99364,Walmart,SYNCHRONY BANK,Susan,Lee,susan.lee@example.com,False,LEGITIMATE,0,
4814561,2025-10-18 14:59:39,2025-10-21 14:59:39,167.71,5,14790,XXXXXXXXXXXX7757,Joseph Johnson,Fresno,CA,56611,Starbucks,US BANK,Joseph,Johnson,joseph.johnson@example.com,False,LEGITIMATE,0,
4814562,2025-10-18 15:45:39,2025-10-19 15:45:39,279.61,5,11486,XXXXXXXXXXXX6666,Elizabeth Martinez,Kansas City,MO,90255,Whole Foods,PNC BANK,Elizabeth,Martinez,elizabeth.martinez@example.com,False,LEGITIMATE,0,
4814563,2025-10-18 16:30:39,2025-10-21 16:30:39,371.73,5,13390,XXXXXXXXXXXX9927,Christopher Brown,Dallas,TX,18068,Netflix,REGIONS BANK,Christopher,Brown,christopher.brown@example.com,False,LEGITIMATE,0,
4814564,2025-10-18 16:49:39,2025-10-20 16:49:39,95.38,5,9058,XXXXXXXXXXXX3385,David Martin,San Antonio,TX,63889,Apple,WELLS FARGO,David,Martin,david.martin@example.com,False,LEGITIMATE,0,
4814565,2025-10-18 17:22:39,2025-10-19 17:22:39,476.61,5,7445,XXXXXXXXXXXX1824,Michael Thomas,Phoenix,AZ,40793,Amazon,PNC BANK,Michael,Thomas,michael.thomas@example.com,False,LEGITIMATE,0,
4814566,2025-10-18 17:42:39,2025-10-21 17:42:39,482.41,5,12150,XXXXXXXXXXXX1041,Patricia Jackson,Boston,MA,41390,Whole Foods,BANK OF AMERICA,Patricia,Jackson,patricia.jackson@example.com,False,LEGITIMATE,0,
4814567,2025-10-18 18:02:39,2025-10-19 18:02:39,373.01,5,14934,XXXXXXXXXXXX1668,John Martinez,Miami,FL,79696,CVS Pharmacy,DISCOVER BANK,John,Martinez,john.martinez@example.com,False,LEGITIMATE,0,
4814568,2025-10-18 18:04:39,2025-10-19 18:04:39,1867.08,5,15990,XXXXXXXXXXXX6222,Elizabeth Martinez,Austin,TX,45389,Best Buy,CAPITAL ONE,Elizabeth,Martinez,elizabeth.martinez@example.com,False,LEGITIMATE,0,
4814569,2025-10-18 18:56:39,2025-10-19 18:56:39,303.56,5,7955,XXXXXXXXXXXX5015,Jennifer Moore,Nashville,TN,45546,McDonald's,DISCOVER BANK,Jennifer,Moore,jennifer.moore@example.com,False,LEGITIMATE,0,
