TransactionID,CapturedDate,SettlementDate,Amount,TransactionStatusTypeID,CreditCardAccountID,CardNumberMasked,NameOnCard,City,State,ZipCode,MerchantName,IssuingBankName,FirstName,LastName,Email,is_fraud,fraud_type,fraud_score,fraud_flags
4526066,2025-10-18 13:45:37,2025-10-21 13:45:37,135.5,5,8885,XXXXXXXXXXXX9386,James Moore,Fresno,CA,61405,Exxon,BANK OF AMERICA,James,Moore,james.moore@example.com,False,LEGITIMATE,0,
4526067,2025-10-18 14:39:37,2025-10-19 14:39:37,425.76,5,10791,XXXXXXXXXXXX2914,Barbara Hernandez,Nashville,TN,53853,CVS Pharmacy,CITIBANK,Barbara,Hernandez,barbara.hernandez@example.com,False,LEGITIMATE,0,
4526068,2025-10-18 14:52:37,2025-10-21 14:52:37,116.17,5,15348,XXXXXXXXXXXX6851,Jennifer Moore,Tucson,AZ,46471,Shell Gas,TD BANK,Jennifer,Moore,jennifer.moore@example.com,False,LEGITIMATE,0,
4526069,2025-10-18 15:36:37,2025-10-21 15:36:37,180.99,5,11327,XXXXXXXXXXXX9897,Karen Lee,Boston,MA,46567,Kroger,CAPITAL ONE,Karen,Lee,karen.lee@example.com,False,LEGITIMATE,0,
4526070,2025-10-18 16:17:37,2025-10-20 16:17:37,395.27,5,12203,XXXXXXXXXXXX6252,Susan Davis,Miami,FL,30745,Shell Gas,PNC BANK,Susan,Davis,susan.davis@example.com,False,LEGITIMATE,0,
4526071,2025-10-18 17:16:37,2025-10-19 17:16:37,185.73,5,15631,XXXXXXXXXXXX5051,Nancy Davis,Houston,TX,35506,Shell Gas,TD BANK,Nancy,Davis,nancy.davis@example.com,False,LEGITIMATE,0,
4526072,2025-10-18 17:56:37,2025-10-21 17:56:37,323.44,5,6636,XXXXXXXXXXXX0827,Jennifer Taylor,San Francisco,CA,62271,Whole Foods,TRUIST BANK,Jennifer,Taylor,jennifer.taylor@example.com,False,LEGITIMATE,0,
4526073,2025-10-18 18:11:37,2025-10-21 18:11:37,177.85,5,6809,XXXXXXXXXXXX5943,Nancy Martinez,Los Angeles,CA,97576,Netflix,FIFTH THIRD BANK,Nancy,Martinez,nancy.martinez@example.com,False,LEGITIMATE,0,
4526074,2025-10-18 18:29:37,2025-10-20 18:29:37,290.99,5,14278,XXXXXXXXXXXX6508,David Johnson,San Antonio,TX,20267,McDonald's,PNC BANK,David,Johnson,david.johnson@example.com,False,LEGITIMATE,0,
4526075,2025-10-18 18:41:37,2025-10-21 18:41:37,317.99,5,12800,XXXXXXXXXXXX0209,Jessica Lopez,Mesa,AZ,87813,Microsoft,REGIONS BANK,Jessica,Lopez,jessica.lopez@example.com,False,LEGITIMATE,0,
4526076,2025-10-18 19:09:37,2025-10-20 19:09:37,269.75,5,8574,XXXXXXXXXXXX9310,Nancy Taylor,Memphis,TN,67047,Walgreens,FIFTH THIRD BANK,Nancy,Taylor,nancy.taylor@example.com,False,LEGITIMATE,0,
4526077,2025-10-18 19:31:37,2025-10-20 19:31:37,832.8,5,15728,XXXXXXXXXXXX4711,Sarah Miller,Charlotte,NC,13973,Exxon,CITIBANK,Sarah,Miller,sarah.miller@example.com,False,LEGITIMATE,0,
4526078,2025-10-18 19:38:37,2025-10-19 19:38:37,169.06,5,7684,XXXXXXXXXXXX6523,Patricia Rodriguez,Dallas,TX,30651,Starbucks,CAPITAL ONE,Patricia,Rodriguez,patricia.rodriguez@example.com,False,LEGITIMATE,0,
4526080,2025-10-18 20:11:37,2025-10-21 20:11:37,721.95,5,6972,XXXXXXXXXXXX9216,David Martinez,Miami,FL,90890,Starbucks,CHASE BANK,David,Garcia-Williams,david4306@tempmail.com,True,SYNTHETIC_IDENTITY,85,synthetic_identity_mismatched_data|synthetic_identity_high_spend
4526081,2025-10-18 21:11:37,2025-10-21 21:11:37,438.04,5,10224,XXXXXXXXXXXX8962,William Wilson,Milwaukee,WI,50103,Kroger,PNC BANK,William,Wilson,william.wilson@example.com,False,LEGITIMATE,0,
